date,Year,Month,Day,class,CC.Season,Season,Treatment,Rate,metabo.type,precip.cat
6/24/2012,2012,6,24,No CC,No CC,Spring,Pre,-1.869168986,HR,Zero
6/25/2012,2012,6,25,No CC,No CC,Spring,Pre,-1.842990363,HR,Zero
7/4/2012,2012,7,4,No CC,No CC,Summer,Pre,-2.299151591,HR,Zero
7/5/2012,2012,7,5,No CC,No CC,Summer,Pre,-2.456601517,HR,Zero
7/6/2012,2012,7,6,No CC,No CC,Summer,Pre,-2.357778182,HR,Zero
7/7/2012,2012,7,7,No CC,No CC,Summer,Pre,-2.282206609,HR,Zero
7/8/2012,2012,7,8,No CC,No CC,Summer,Pre,-1.477484301,HR,Zero
7/9/2012,2012,7,9,No CC,No CC,Summer,Pre,-1.924893303,HR,Zero
7/10/2012,2012,7,10,No CC,No CC,Summer,Pre,-1.804448411,HR,Zero
7/11/2012,2012,7,11,No CC,No CC,Summer,Pre,-1.697416823,HR,Zero
7/12/2012,2012,7,12,No CC,No CC,Summer,Pre,-1.739782787,HR,Zero
7/13/2012,2012,7,13,No CC,No CC,Summer,Pre,-1.783098359,HR,Zero
7/14/2012,2012,7,14,No CC,No CC,Summer,Pre,-2.509996265,HR,Zero
8/30/2012,2012,8,30,No CC,No CC,Summer,Pre,-2.933815886,HR,Zero
8/31/2012,2012,8,31,No CC,No CC,Summer,Pre,-3.309447593,HR,Zero
9/1/2012,2012,9,1,No CC,No CC,Summer,Pre,-4.106623446,HR,Zero
9/2/2012,2012,9,2,No CC,No CC,Summer,Pre,-3.685922929,HR,Zero
9/3/2012,2012,9,3,No CC,No CC,Summer,Pre,-3.733033628,HR,Zero
9/4/2012,2012,9,4,No CC,No CC,Summer,Pre,-3.947116087,HR,Zero
9/5/2012,2012,9,5,No CC,No CC,Summer,Pre,-3.982839382,HR,Zero
9/6/2012,2012,9,6,No CC,No CC,Summer,Pre,-3.858104871,HR,Zero
9/7/2012,2012,9,7,No CC,No CC,Summer,Pre,-4.428340455,HR,Zero
9/16/2012,2012,9,16,No CC,No CC,Summer,Pre,-3.057700402,HR,Zero
9/17/2012,2012,9,17,No CC,No CC,Summer,Pre,-3.317692091,HR,Zero
9/18/2012,2012,9,18,No CC,No CC,Summer,Pre,-2.793910135,HR,Elevated
9/19/2012,2012,9,19,No CC,No CC,Summer,Pre,-2.748995633,HR,Elevated
9/20/2012,2012,9,20,No CC,No CC,Summer,Pre,-3.07189906,HR,Elevated
9/21/2012,2012,9,21,No CC,No CC,Summer,Pre,-3.329831697,HR,Zero
9/22/2012,2012,9,22,No CC,No CC,Summer,Pre,-2.79367222,HR,Zero
9/23/2012,2012,9,23,No CC,No CC,Summer,Pre,-2.572748326,HR,Zero
9/24/2012,2012,9,24,No CC,No CC,Summer,Pre,-2.70315128,HR,Zero
10/4/2012,2012,10,4,Early CC,CC,Fall,Pre,-3.912896984,HR,Zero
10/5/2012,2012,10,5,Early CC,CC,Fall,Pre,-3.314821923,HR,Elevated
10/6/2012,2012,10,6,Early CC,CC,Fall,Pre,-2.858795642,HR,Elevated
10/7/2012,2012,10,7,Early CC,CC,Fall,Pre,-2.584848136,HR,Zero
10/8/2012,2012,10,8,Early CC,CC,Fall,Pre,-2.49657462,HR,Zero
10/9/2012,2012,10,9,Early CC,CC,Fall,Pre,-2.656756762,HR,Zero
10/10/2012,2012,10,10,Early CC,CC,Fall,Pre,-2.564427482,HR,Elevated
10/11/2012,2012,10,11,Early CC,CC,Fall,Pre,-2.505472594,HR,Zero
10/17/2012,2012,10,17,Early CC,CC,Fall,Pre,-4.221675027,HR,Zero
10/18/2012,2012,10,18,Early CC,CC,Fall,Pre,-4.233019848,HR,Elevated
10/19/2012,2012,10,19,Early CC,CC,Fall,Pre,-4.608757741,HR,Elevated
10/20/2012,2012,10,20,Early CC,CC,Fall,Pre,-4.168808971,HR,Zero
10/21/2012,2012,10,21,Early CC,CC,Fall,Pre,-4.130091864,HR,Zero
10/22/2012,2012,10,22,Early CC,CC,Fall,Pre,-5.200233973,HR,Zero
10/23/2012,2012,10,23,Early CC,CC,Fall,Pre,-5.767992375,HR,Zero
10/24/2012,2012,10,24,Early CC,CC,Fall,Pre,-6.791590332,HR,Elevated
10/25/2012,2012,10,25,Early CC,CC,Fall,Pre,-4.858817693,HR,Zero
11/1/2012,2012,11,1,Early CC,CC,Fall,Pre,-2.985363317,HR,Zero
11/2/2012,2012,11,2,Early CC,CC,Fall,Pre,-2.64775074,HR,Zero
11/3/2012,2012,11,3,Early CC,CC,Fall,Pre,-2.528792438,HR,Zero
11/4/2012,2012,11,4,Early CC,CC,Fall,Pre,-2.462102092,HR,Zero
11/5/2012,2012,11,5,Early CC,CC,Fall,Pre,-2.396372082,HR,Zero
11/6/2012,2012,11,6,Early CC,CC,Fall,Pre,-2.471203705,HR,Zero
11/7/2012,2012,11,7,Early CC,CC,Fall,Pre,-2.575198792,HR,Zero
11/8/2012,2012,11,8,Early CC,CC,Fall,Pre,-2.539822595,HR,Zero
11/11/2012,2012,11,11,Early CC,CC,Fall,Pre,-3.603944128,HR,Zero
11/12/2012,2012,11,12,Early CC,CC,Fall,Pre,-3.232187969,HR,Elevated
11/13/2012,2012,11,13,Early CC,CC,Fall,Pre,-2.910804781,HR,Zero
11/14/2012,2012,11,14,Early CC,CC,Fall,Pre,-2.911830304,HR,Zero
11/15/2012,2012,11,15,Early CC,CC,Fall,Pre,-2.864286913,HR,Zero
11/16/2012,2012,11,16,Early CC,CC,Fall,Pre,-2.724170148,HR,Zero
11/17/2012,2012,11,17,Early CC,CC,Fall,Pre,-2.620119943,HR,Zero
11/18/2012,2012,11,18,Early CC,CC,Fall,Pre,-2.645185178,HR,Zero
11/22/2012,2012,11,22,Early CC,CC,Fall,Pre,-2.771989438,HR,Elevated
11/23/2012,2012,11,23,Early CC,CC,Fall,Pre,-2.486496388,HR,Zero
11/24/2012,2012,11,24,Early CC,CC,Fall,Pre,-2.446169443,HR,Zero
11/25/2012,2012,11,25,Early CC,CC,Fall,Pre,-2.169859054,HR,Zero
11/26/2012,2012,11,26,Early CC,CC,Fall,Pre,-2.243661142,HR,Zero
11/27/2012,2012,11,27,Early CC,CC,Fall,Pre,-2.059157,HR,Zero
11/28/2012,2012,11,28,Early CC,CC,Fall,Pre,-2.093075795,HR,Zero
11/29/2012,2012,11,29,Early CC,CC,Fall,Pre,-2.162547168,HR,Zero
12/2/2012,2012,12,2,Early CC,CC,Fall,Pre,-3.0871884,HR,Zero
12/3/2012,2012,12,3,Early CC,CC,Fall,Pre,-2.832225474,HR,Zero
12/4/2012,2012,12,4,Early CC,CC,Fall,Pre,-2.691028209,HR,Elevated
12/5/2012,2012,12,5,Early CC,CC,Fall,Pre,-2.183702869,HR,Zero
12/6/2012,2012,12,6,Early CC,CC,Fall,Pre,-2.098110735,HR,Zero
12/7/2012,2012,12,7,Early CC,CC,Fall,Pre,-3.070984803,HR,Elevated
12/8/2012,2012,12,8,Early CC,CC,Fall,Pre,-2.690351148,HR,Zero
12/9/2012,2012,12,9,Early CC,CC,Fall,Pre,-2.487586866,HR,Zero
12/13/2012,2012,12,13,Early CC,CC,Fall,Pre,-1.875552108,HR,Zero
12/14/2012,2012,12,14,Early CC,CC,Fall,Pre,-1.820939764,HR,Zero
12/15/2012,2012,12,15,Early CC,CC,Fall,Pre,-2.722649523,HR,Zero
12/16/2012,2012,12,16,Early CC,CC,Fall,Pre,-3.118023058,HR,Elevated
12/17/2012,2012,12,17,Early CC,CC,Fall,Pre,-2.481851339,HR,Zero
12/18/2012,2012,12,18,Early CC,CC,Fall,Pre,-2.382224786,HR,Zero
12/19/2012,2012,12,19,Early CC,CC,Fall,Pre,-1.269848641,HR,Zero
12/20/2012,2012,12,20,Early CC,CC,Fall,Pre,-1.481953477,HR,High
12/21/2012,2012,12,21,Early CC,CC,Fall,Pre,-1.303400618,HR,Elevated
12/22/2012,2012,12,22,Early CC,CC,Fall,Pre,-1.81357822,HR,Zero
12/23/2012,2012,12,23,Early CC,CC,Fall,Pre,-1.907253075,HR,Zero
12/24/2012,2012,12,24,Early CC,CC,Fall,Pre,-1.636044591,HR,Zero
12/25/2012,2012,12,25,Early CC,CC,Fall,Pre,-1.515393109,HR,Zero
12/26/2012,2012,12,26,Early CC,CC,Fall,Pre,-1.418572558,HR,Elevated
12/27/2012,2012,12,27,Early CC,CC,Fall,Pre,-1.433682308,HR,Zero
1/10/2013,2013,1,10,Early CC,CC,Winter,Post,-3.201064019,HR,Zero
1/11/2013,2013,1,11,Early CC,CC,Winter,Post,-3.009807055,HR,Elevated
1/12/2013,2013,1,12,Early CC,CC,Winter,Post,-5.237292323,HR,Elevated
1/13/2013,2013,1,13,Early CC,CC,Winter,Post,-3.543690895,HR,High
1/14/2013,2013,1,14,Early CC,CC,Winter,Post,-3.514750692,HR,Elevated
1/15/2013,2013,1,15,Early CC,CC,Winter,Post,-2.315570849,HR,Zero
1/16/2013,2013,1,16,Early CC,CC,Winter,Post,-1.956492309,HR,Zero
1/17/2013,2013,1,17,Early CC,CC,Winter,Post,-1.42089671,HR,Zero
1/20/2013,2013,1,20,Early CC,CC,Winter,Post,-1.067357932,HR,Zero
1/21/2013,2013,1,21,Early CC,CC,Winter,Post,-1.872128319,HR,Zero
1/22/2013,2013,1,22,Early CC,CC,Winter,Post,-2.788656828,HR,Zero
1/23/2013,2013,1,23,Early CC,CC,Winter,Post,-3.589216043,HR,Zero
1/24/2013,2013,1,24,Early CC,CC,Winter,Post,-3.724193705,HR,Elevated
1/25/2013,2013,1,25,Early CC,CC,Winter,Post,-3.562566329,HR,Zero
1/26/2013,2013,1,26,Early CC,CC,Winter,Post,-2.532717943,HR,Elevated
1/27/2013,2013,1,27,Early CC,CC,Winter,Post,-2.955885658,HR,Zero
2/2/2013,2013,2,2,Early CC,CC,Winter,Post,-2.788077514,HR,Zero
2/3/2013,2013,2,3,Early CC,CC,Winter,Post,-2.355891562,HR,Elevated
2/4/2013,2013,2,4,Early CC,CC,Winter,Post,-2.011593957,HR,Elevated
2/5/2013,2013,2,5,Early CC,CC,Winter,Post,-1.496523812,HR,Elevated
2/6/2013,2013,2,6,Early CC,CC,Winter,Post,-1.463294792,HR,Elevated
2/7/2013,2013,2,7,Early CC,CC,Winter,Post,-1.595221292,HR,Zero
2/8/2013,2013,2,8,Early CC,CC,Winter,Post,-1.193215961,HR,Elevated
2/9/2013,2013,2,9,Early CC,CC,Winter,Post,-1.162515378,HR,Zero
2/12/2013,2013,2,12,Early CC,CC,Winter,Post,-1.195552521,HR,Zero
2/13/2013,2013,2,13,Early CC,CC,Winter,Post,-1.111082212,HR,Zero
2/14/2013,2013,2,14,Early CC,CC,Winter,Post,-1.20286537,HR,Zero
2/15/2013,2013,2,15,Early CC,CC,Winter,Post,-0.660438502,HR,Zero
2/16/2013,2013,2,16,Early CC,CC,Winter,Post,-0.587609146,HR,Zero
2/17/2013,2013,2,17,Early CC,CC,Winter,Post,-0.690698136,HR,Zero
2/18/2013,2013,2,18,Early CC,CC,Winter,Post,-1.243773255,HR,Zero
2/23/2013,2013,2,23,Early CC,CC,Winter,Post,-0.297471535,HR,Zero
2/24/2013,2013,2,24,Early CC,CC,Winter,Post,-0.317088048,HR,Zero
2/25/2013,2013,2,25,Early CC,CC,Winter,Post,-1.117917248,HR,Zero
2/26/2013,2013,2,26,Early CC,CC,Winter,Post,-3.443828725,HR,Zero
2/27/2013,2013,2,27,Early CC,CC,Winter,Post,-4.230623794,HR,High
2/28/2013,2013,2,28,Early CC,CC,Winter,Post,-3.431396074,HR,Elevated
3/1/2013,2013,3,1,Late CC,CC,Winter,Post,-2.157600416,HR,Zero
3/2/2013,2013,3,2,Late CC,CC,Winter,Post,-1.222889567,HR,Zero
3/5/2013,2013,3,5,Late CC,CC,Winter,Post,-1.331199567,HR,Elevated
3/6/2013,2013,3,6,Late CC,CC,Winter,Post,-0.420951027,HR,Elevated
3/7/2013,2013,3,7,Late CC,CC,Winter,Post,0.275283368,HR,Zero
3/8/2013,2013,3,8,Late CC,CC,Winter,Post,-0.252616437,HR,Zero
3/9/2013,2013,3,9,Late CC,CC,Winter,Post,-2.24126222,HR,Zero
3/10/2013,2013,3,10,Late CC,CC,Winter,Post,-16.06041969,HR,Elevated
3/11/2013,2013,3,11,Late CC,CC,Winter,Post,-7.327427549,HR,Elevated
3/12/2013,2013,3,12,Late CC,CC,Winter,Post,-4.869483004,HR,Elevated
3/15/2013,2013,3,15,Late CC,CC,Winter,Post,-1.957814413,HR,Zero
3/16/2013,2013,3,16,Late CC,CC,Winter,Post,-1.586290971,HR,Elevated
3/17/2013,2013,3,17,Late CC,CC,Winter,Post,-0.814204263,HR,Zero
3/18/2013,2013,3,18,Late CC,CC,Winter,Post,-1.599329172,HR,Elevated
3/19/2013,2013,3,19,Late CC,CC,Winter,Post,-0.363935007,HR,Zero
3/20/2013,2013,3,20,Late CC,CC,Winter,Post,-0.292457625,HR,Zero
3/21/2013,2013,3,21,Late CC,CC,Winter,Post,-0.31895094,HR,Elevated
3/22/2013,2013,3,22,Late CC,CC,Winter,Post,-0.640551181,HR,Zero
3/23/2013,2013,3,23,Late CC,CC,Winter,Post,-0.202084681,HR,Zero
3/24/2013,2013,3,24,Late CC,CC,Winter,Post,-0.688951913,HR,Zero
3/25/2013,2013,3,25,Late CC,CC,Winter,Post,-0.106278366,HR,Elevated
3/26/2013,2013,3,26,Late CC,CC,Winter,Post,-0.360773458,HR,Elevated
3/27/2013,2013,3,27,Late CC,CC,Winter,Post,-0.044574443,HR,Zero
3/28/2013,2013,3,28,Late CC,CC,Winter,Post,-0.342405358,HR,Zero
3/29/2013,2013,3,29,Late CC,CC,Winter,Post,-0.135737756,HR,Zero
3/30/2013,2013,3,30,Late CC,CC,Winter,Post,-0.387631517,HR,Zero
4/6/2013,2013,4,6,Late CC,CC,Spring,Post,-1.345420321,HR,Zero
4/7/2013,2013,4,7,Late CC,CC,Spring,Post,-1.6536548,HR,Zero
4/8/2013,2013,4,8,Late CC,CC,Spring,Post,-2.05448498,HR,Zero
4/9/2013,2013,4,9,Late CC,CC,Spring,Post,-2.525515266,HR,Elevated
4/10/2013,2013,4,10,Late CC,CC,Spring,Post,-6.777526551,HR,Zero
4/23/2013,2013,4,23,Late CC,CC,Spring,Post,-20.42258128,HR,Zero
4/24/2013,2013,4,24,Late CC,CC,Spring,Post,-7.908742906,HR,High
4/25/2013,2013,4,25,Late CC,CC,Spring,Post,-9.083040469,HR,Elevated
4/26/2013,2013,4,26,Late CC,CC,Spring,Post,-8.384206019,HR,Zero
4/27/2013,2013,4,27,Late CC,CC,Spring,Post,-6.821862339,HR,Zero
4/28/2013,2013,4,28,Late CC,CC,Spring,Post,-5.499693502,HR,Elevated
4/29/2013,2013,4,29,Late CC,CC,Spring,Post,-2.901562569,HR,Elevated
4/30/2013,2013,4,30,Late CC,CC,Spring,Post,-2.083655643,HR,Zero
5/1/2013,2013,5,1,Late CC,No CC,Spring,Post,-2.526012251,HR,Zero
5/9/2013,2013,5,9,Late CC,No CC,Spring,Post,-5.691233638,HR,Elevated
5/10/2013,2013,5,10,Late CC,No CC,Spring,Post,-2.886627053,HR,Elevated
5/11/2013,2013,5,11,Late CC,No CC,Spring,Post,-2.242229134,HR,Elevated
5/12/2013,2013,5,12,Late CC,No CC,Spring,Post,-1.826613348,HR,Elevated
5/13/2013,2013,5,13,Late CC,No CC,Spring,Post,-1.985027065,HR,Zero
5/14/2013,2013,5,14,Late CC,No CC,Spring,Post,-2.831715135,HR,Zero
5/15/2013,2013,5,15,Late CC,No CC,Spring,Post,-2.487429431,HR,Zero
5/16/2013,2013,5,16,Late CC,No CC,Spring,Post,-2.636415411,HR,Zero
5/17/2013,2013,5,17,Late CC,No CC,Spring,Post,-2.777019814,HR,Zero
5/18/2013,2013,5,18,Late CC,No CC,Spring,Post,-2.747229157,HR,Zero
5/28/2013,2013,5,28,Late CC,No CC,Spring,Post,-5.632297322,HR,Elevated
5/29/2013,2013,5,29,Late CC,No CC,Spring,Post,-5.385597389,HR,Elevated
5/30/2013,2013,5,30,Late CC,No CC,Spring,Post,-5.802713812,HR,Zero
5/31/2013,2013,5,31,Late CC,No CC,Spring,Post,-1.616756855,HR,Elevated
6/1/2013,2013,6,1,No CC,No CC,Spring,Post,-14.03436725,HR,High
6/2/2013,2013,6,2,No CC,No CC,Spring,Post,-10.74560969,HR,Elevated
6/3/2013,2013,6,3,No CC,No CC,Spring,Post,-19.32860542,HR,Zero
6/4/2013,2013,6,4,No CC,No CC,Spring,Post,-16.70198,HR,Zero
6/5/2013,2013,6,5,No CC,No CC,Spring,Post,-14.72683961,HR,Zero
6/6/2013,2013,6,6,No CC,No CC,Spring,Post,-17.0836823,HR,Zero
6/8/2013,2013,6,8,No CC,No CC,Spring,Post,-8.156373736,HR,Zero
6/9/2013,2013,6,9,No CC,No CC,Spring,Post,-7.279177334,HR,Zero
6/10/2013,2013,6,10,No CC,No CC,Spring,Post,-5.086466838,HR,High
6/11/2013,2013,6,11,No CC,No CC,Spring,Post,-3.773697352,HR,Elevated
6/12/2013,2013,6,12,No CC,No CC,Spring,Post,-19.2843536,HR,Elevated
6/13/2013,2013,6,13,No CC,No CC,Spring,Post,-8.653737548,HR,High
6/14/2013,2013,6,14,No CC,No CC,Spring,Post,-12.12695411,HR,Zero
6/15/2013,2013,6,15,No CC,No CC,Spring,Post,-12.41727232,HR,Zero
6/16/2013,2013,6,16,No CC,No CC,Spring,Post,-11.19453861,HR,Elevated
6/17/2013,2013,6,17,No CC,No CC,Spring,Post,-9.939182586,HR,Zero
6/21/2013,2013,6,21,No CC,No CC,Spring,Post,-6.25558649,HR,Zero
6/22/2013,2013,6,22,No CC,No CC,Spring,Post,-6.545037922,HR,Zero
6/23/2013,2013,6,23,No CC,No CC,Spring,Post,-4.6506877,HR,Zero
6/24/2013,2013,6,24,No CC,No CC,Spring,Post,-4.991580333,HR,Elevated
6/25/2013,2013,6,25,No CC,No CC,Spring,Post,-6.450337796,HR,Elevated
6/26/2013,2013,6,26,No CC,No CC,Spring,Post,-10.67288582,HR,High
6/27/2013,2013,6,27,No CC,No CC,Spring,Post,-9.527812329,HR,High
6/28/2013,2013,6,28,No CC,No CC,Spring,Post,-7.400774832,HR,Elevated
6/29/2013,2013,6,29,No CC,No CC,Spring,Post,-10.0140147,HR,Zero
1/14/2014,2014,1,14,Early CC,CC,Winter,Post,-4.59670327,HR,Zero
1/15/2014,2014,1,15,Early CC,CC,Winter,Post,-3.682397028,HR,Zero
1/16/2014,2014,1,16,Early CC,CC,Winter,Post,-3.158835755,HR,Zero
1/17/2014,2014,1,17,Early CC,CC,Winter,Post,-2.714443054,HR,Elevated
1/18/2014,2014,1,18,Early CC,CC,Winter,Post,-2.763802419,HR,Zero
1/19/2014,2014,1,19,Early CC,CC,Winter,Post,-2.567186808,HR,Elevated
1/20/2014,2014,1,20,Early CC,CC,Winter,Post,-2.720858781,HR,Zero
1/21/2014,2014,1,21,Early CC,CC,Winter,Post,-2.613079674,HR,Elevated
1/22/2014,2014,1,22,Early CC,CC,Winter,Post,-2.894565634,HR,Zero
1/23/2014,2014,1,23,Early CC,CC,Winter,Post,-2.859293911,HR,Elevated
2/1/2014,2014,2,1,Early CC,CC,Winter,Post,-1.341097578,HR,Elevated
2/2/2014,2014,2,2,Early CC,CC,Winter,Post,-7.577276664,HR,Elevated
2/3/2014,2014,2,3,Early CC,CC,Winter,Post,-6.294753244,HR,Zero
2/4/2014,2014,2,4,Early CC,CC,Winter,Post,-5.952168737,HR,Zero
2/5/2014,2014,2,5,Early CC,CC,Winter,Post,-5.359036963,HR,Elevated
2/6/2014,2014,2,6,Early CC,CC,Winter,Post,-5.000550407,HR,Elevated
2/7/2014,2014,2,7,Early CC,CC,Winter,Post,-4.695261875,HR,Zero
2/8/2014,2014,2,8,Early CC,CC,Winter,Post,-4.352200538,HR,Zero
2/9/2014,2014,2,9,Early CC,CC,Winter,Post,-4.204064314,HR,Elevated
2/10/2014,2014,2,10,Early CC,CC,Winter,Post,-4.187073818,HR,Zero
2/11/2014,2014,2,11,Early CC,CC,Winter,Post,-4.141494303,HR,Zero
2/12/2014,2014,2,12,Early CC,CC,Winter,Post,-3.970632867,HR,Zero
2/13/2014,2014,2,13,Early CC,CC,Winter,Post,-3.78010062,HR,Zero
2/14/2014,2014,2,14,Early CC,CC,Winter,Post,-3.500464129,HR,Zero
2/15/2014,2014,2,15,Early CC,CC,Winter,Post,-3.438576558,HR,Zero
2/16/2014,2014,2,16,Early CC,CC,Winter,Post,-3.254203695,HR,Zero
3/4/2014,2014,3,4,Late CC,CC,Winter,Post,-4.039054476,HR,Zero
3/5/2014,2014,3,5,Late CC,CC,Winter,Post,-4.011093796,HR,Zero
3/6/2014,2014,3,6,Late CC,CC,Winter,Post,-3.642517799,HR,Elevated
3/7/2014,2014,3,7,Late CC,CC,Winter,Post,-3.622065835,HR,Zero
3/8/2014,2014,3,8,Late CC,CC,Winter,Post,-4.358951363,HR,Zero
3/9/2014,2014,3,9,Late CC,CC,Winter,Post,-2.899543784,HR,Zero
3/10/2014,2014,3,10,Late CC,CC,Winter,Post,-0.584108043,HR,Zero
3/11/2014,2014,3,11,Late CC,CC,Winter,Post,-10.61822842,HR,Zero
3/12/2014,2014,3,12,Late CC,CC,Winter,Post,-11.36557865,HR,Elevated
3/14/2014,2014,3,14,Late CC,CC,Winter,Post,-2.184286498,HR,Zero
3/15/2014,2014,3,15,Late CC,CC,Winter,Post,-14.21066142,HR,Zero
3/16/2014,2014,3,16,Late CC,CC,Winter,Post,-11.01931909,HR,Zero
3/17/2014,2014,3,17,Late CC,CC,Winter,Post,-11.63461258,HR,Zero
3/18/2014,2014,3,18,Late CC,CC,Winter,Post,-9.567481608,HR,Zero
3/19/2014,2014,3,19,Late CC,CC,Winter,Post,-8.864434382,HR,Elevated
3/20/2014,2014,3,20,Late CC,CC,Winter,Post,-8.846094626,HR,Elevated
3/21/2014,2014,3,21,Late CC,CC,Winter,Post,-9.862221549,HR,Elevated
3/22/2014,2014,3,22,Late CC,CC,Winter,Post,-5.560914234,HR,Zero
3/23/2014,2014,3,23,Late CC,CC,Winter,Post,-5.462960235,HR,Zero
3/24/2014,2014,3,24,Late CC,CC,Winter,Post,-4.407892635,HR,Zero
3/25/2014,2014,3,25,Late CC,CC,Winter,Post,-3.060605482,HR,Zero
3/26/2014,2014,3,26,Late CC,CC,Winter,Post,-3.105789466,HR,Zero
3/27/2014,2014,3,27,Late CC,CC,Winter,Post,-4.405935583,HR,Zero
3/29/2014,2014,3,29,Late CC,CC,Winter,Post,-1.341465275,HR,Elevated
3/30/2014,2014,3,30,Late CC,CC,Winter,Post,-0.712309665,HR,Elevated
3/31/2014,2014,3,31,Late CC,CC,Winter,Post,-0.264335534,HR,Zero
4/1/2014,2014,4,1,Late CC,CC,Spring,Post,4.42E-05,HR,Elevated
4/2/2014,2014,4,2,Late CC,CC,Spring,Post,-1.756785691,HR,Zero
4/3/2014,2014,4,3,Late CC,CC,Spring,Post,-6.718991326,HR,Elevated
4/4/2014,2014,4,4,Late CC,CC,Spring,Post,-3.929453006,HR,High
4/5/2014,2014,4,5,Late CC,CC,Spring,Post,-9.133872751,HR,Elevated
4/6/2014,2014,4,6,Late CC,CC,Spring,Post,-6.086362879,HR,Zero
4/7/2014,2014,4,7,Late CC,CC,Spring,Post,-8.349377179,HR,Zero
4/8/2014,2014,4,8,Late CC,CC,Spring,Post,-4.455070321,HR,Elevated
4/10/2014,2014,4,10,Late CC,CC,Spring,Post,-4.152374544,HR,Zero
4/11/2014,2014,4,11,Late CC,CC,Spring,Post,-1.578969685,HR,Elevated
4/12/2014,2014,4,12,Late CC,CC,Spring,Post,-1.340921069,HR,Zero
4/13/2014,2014,4,13,Late CC,CC,Spring,Post,-2.158921255,HR,Zero
4/14/2014,2014,4,14,Late CC,CC,Spring,Post,-1.668446876,HR,Elevated
4/15/2014,2014,4,15,Late CC,CC,Spring,Post,-0.732581773,HR,Elevated
4/16/2014,2014,4,16,Late CC,CC,Spring,Post,-0.42602292,HR,Zero
4/17/2014,2014,4,17,Late CC,CC,Spring,Post,-0.432011161,HR,Zero
4/18/2014,2014,4,18,Late CC,CC,Spring,Post,0.067459017,HR,Zero
4/19/2014,2014,4,19,Late CC,CC,Spring,Post,-0.191880999,HR,Zero
4/20/2014,2014,4,20,Late CC,CC,Spring,Post,-0.334244145,HR,Zero
4/21/2014,2014,4,21,Late CC,CC,Spring,Post,-1.138129736,HR,Zero
4/22/2014,2014,4,22,Late CC,CC,Spring,Post,-0.397728311,HR,Elevated
4/23/2014,2014,4,23,Late CC,CC,Spring,Post,-1.097269805,HR,Zero
4/24/2014,2014,4,24,Late CC,CC,Spring,Post,-1.165233076,HR,Zero
4/26/2014,2014,4,26,Late CC,CC,Spring,Post,-1.010725738,HR,Elevated
4/27/2014,2014,4,27,Late CC,CC,Spring,Post,-1.220313397,HR,Zero
4/28/2014,2014,4,28,Late CC,CC,Spring,Post,-2.59617223,HR,Zero
4/29/2014,2014,4,29,Late CC,CC,Spring,Post,-2.168116633,HR,Elevated
4/30/2014,2014,4,30,Late CC,CC,Spring,Post,-2.240537527,HR,Elevated
5/1/2014,2014,5,1,Late CC,No CC,Spring,Post,-2.240416964,HR,Zero
5/2/2014,2014,5,2,Late CC,No CC,Spring,Post,-1.454060191,HR,Elevated
5/3/2014,2014,5,3,Late CC,No CC,Spring,Post,-1.16178269,HR,Elevated
5/4/2014,2014,5,4,Late CC,No CC,Spring,Post,-1.046128166,HR,Zero
5/5/2014,2014,5,5,Late CC,No CC,Spring,Post,-1.604911112,HR,Zero
5/6/2014,2014,5,6,Late CC,No CC,Spring,Post,-1.549785311,HR,Zero
5/7/2014,2014,5,7,Late CC,No CC,Spring,Post,-2.975034367,HR,Zero
5/8/2014,2014,5,8,Late CC,No CC,Spring,Post,-4.220111623,HR,Zero
5/9/2014,2014,5,9,Late CC,No CC,Spring,Post,-2.20298651,HR,Elevated
5/10/2014,2014,5,10,Late CC,No CC,Spring,Post,-3.393787367,HR,Elevated
5/11/2014,2014,5,11,Late CC,No CC,Spring,Post,-9.797902443,HR,Zero
5/12/2014,2014,5,12,Late CC,No CC,Spring,Post,-0.957223297,HR,High
5/13/2014,2014,5,13,Late CC,No CC,Spring,Post,-4.495922384,HR,Elevated
5/14/2014,2014,5,14,Late CC,No CC,Spring,Post,-12.59753741,HR,Elevated
5/15/2014,2014,5,15,Late CC,No CC,Spring,Post,-2.802933953,HR,High
5/16/2014,2014,5,16,Late CC,No CC,Spring,Post,-5.924087454,HR,Elevated
5/17/2014,2014,5,17,Late CC,No CC,Spring,Post,-4.264141364,HR,Elevated
5/18/2014,2014,5,18,Late CC,No CC,Spring,Post,-3.712435445,HR,Elevated
5/19/2014,2014,5,19,Late CC,No CC,Spring,Post,-3.020292936,HR,Zero
5/20/2014,2014,5,20,Late CC,No CC,Spring,Post,-3.033115551,HR,Zero
5/21/2014,2014,5,21,Late CC,No CC,Spring,Post,-2.013463759,HR,Elevated
5/22/2014,2014,5,22,Late CC,No CC,Spring,Post,-1.084669949,HR,Zero
5/23/2014,2014,5,23,Late CC,No CC,Spring,Post,-1.630610979,HR,Zero
5/24/2014,2014,5,24,Late CC,No CC,Spring,Post,-1.252726857,HR,Zero
5/25/2014,2014,5,25,Late CC,No CC,Spring,Post,-1.1725646,HR,Zero
5/26/2014,2014,5,26,Late CC,No CC,Spring,Post,-1.415837978,HR,Zero
5/27/2014,2014,5,27,Late CC,No CC,Spring,Post,-2.083849463,HR,Zero
5/29/2014,2014,5,29,Late CC,No CC,Spring,Post,-2.505569458,HR,Zero
